2019-04-02 10:28:19.239 [main] INFO  com.course.Application - Starting Application on yangqianqiandeMacBook-Pro.local with PID 495 (/workspace/GithubTest/AutoTest/InterfaceDemo/target/classes started by yangqianqian in /workspace/GithubTest/AutoTest)
2019-04-02 10:28:19.257 [main] INFO  com.course.Application - No active profile set, falling back to default profiles: default
2019-04-02 10:28:19.310 [main] INFO  o.s.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@6cf0e0ba: startup date [Tue Apr 02 10:28:19 CST 2019]; root of context hierarchy
2019-04-02 10:28:19.999 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.course]' package. Please check your configuration.
2019-04-02 10:28:20.347 [main] INFO  o.s.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$1cf12532] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-02 10:28:20.590 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8888 (http)
2019-04-02 10:28:20.603 [main] INFO  org.apache.catalina.core.StandardService - Starting service Tomcat
2019-04-02 10:28:20.604 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.14
2019-04-02 10:28:20.683 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-04-02 10:28:20.684 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1374 ms
2019-04-02 10:28:20.781 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2019-04-02 10:28:20.784 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-04-02 10:28:20.784 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-04-02 10:28:20.784 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2019-04-02 10:28:20.784 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2019-04-02 10:28:21.653 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/getUserInfo],methods=[POST]}" onto public java.util.List<com.course.model.User> com.course.controller.UserManager.getUserInfo(javax.servlet.http.HttpServletRequest,com.course.model.User)
2019-04-02 10:28:21.654 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/addUser],methods=[POST]}" onto public boolean com.course.controller.UserManager.addUser(javax.servlet.http.HttpServletRequest,com.course.model.User)
2019-04-02 10:28:21.654 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/login],methods=[POST]}" onto public java.lang.Boolean com.course.controller.UserManager.login(javax.servlet.http.HttpServletResponse,com.course.model.User)
2019-04-02 10:28:21.654 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/updateUserInfo],methods=[POST]}" onto public int com.course.controller.UserManager.updateUser(javax.servlet.http.HttpServletRequest,com.course.model.User)
2019-04-02 10:28:21.655 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
2019-04-02 10:28:21.657 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2019-04-02 10:28:21.658 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2019-04-02 10:28:21.658 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2019-04-02 10:28:21.660 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2019-04-02 10:28:21.660 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-04-02 10:28:21.792 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@6cf0e0ba: startup date [Tue Apr 02 10:28:19 CST 2019]; root of context hierarchy
2019-04-02 10:28:21.839 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-04-02 10:28:21.840 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-04-02 10:28:21.872 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-04-02 10:28:22.126 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2019-04-02 10:28:22.133 [main] INFO  org.springframework.context.support.DefaultLifecycleProcessor - Starting beans in phase 2147483647
2019-04-02 10:28:22.134 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-04-02 10:28:22.148 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-04-02 10:28:22.157 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-04-02 10:28:22.413 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8888 (http)
2019-04-02 10:28:22.418 [main] INFO  com.course.Application - Started Application in 18.506 seconds (JVM running for 24.466)
2019-04-02 10:29:03.314 [http-nio-8888-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-04-02 10:29:03.314 [http-nio-8888-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2019-04-02 10:29:03.330 [http-nio-8888-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 16 ms
2019-04-02 10:29:03.562 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 10:29:03.638 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 10:29:03.701 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:29:03.705 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 10:29:06.777 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:29:06.817 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 10:29:08.918 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:29:08.919 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:29:08.978 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:29:08.981 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:29:09.036 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:29:09.039 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是10
2019-04-02 10:40:20.691 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 10:40:20.751 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 10:40:20.796 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:20.802 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 10:40:23.869 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:23.872 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 10:40:25.931 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:25.933 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:40:26.002 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:26.007 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:40:26.047 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:26.050 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是11
2019-04-02 10:40:54.488 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 10:40:54.575 [http-nio-8888-exec-8] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 10:40:54.638 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:54.645 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 10:40:57.695 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:57.697 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 10:40:59.752 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:59.754 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:40:59.818 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:59.820 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:40:59.858 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:40:59.859 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是12
2019-04-02 10:41:31.676 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 10:41:31.732 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 10:41:31.772 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:31.778 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 10:41:31.842 [http-nio-8888-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:31.843 [http-nio-8888-exec-8] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 10:41:33.908 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:33.909 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:41:33.974 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:33.977 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:41:34.012 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:34.014 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是13
2019-04-02 10:41:47.252 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 10:41:47.312 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 10:41:47.350 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:47.357 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 10:41:50.414 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:50.417 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 10:41:52.477 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:52.478 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:41:52.532 [http-nio-8888-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:52.533 [http-nio-8888-exec-8] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 10:41:52.585 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 10:41:52.587 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是14
2019-04-02 11:31:03.438 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 11:31:03.504 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 11:31:03.575 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:31:03.585 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 11:31:06.641 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:31:06.644 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 11:31:08.700 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:31:08.702 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 11:31:08.753 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:31:08.757 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 11:31:08.801 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:31:08.805 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是15
2019-04-02 11:33:15.820 [http-nio-8888-exec-9] INFO  com.course.controller.UserManager - 查看到的结果是1
2019-04-02 11:33:15.902 [http-nio-8888-exec-10] INFO  com.course.controller.UserManager - 查看到的结果是0
2019-04-02 11:33:15.940 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:33:15.946 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 添加用户的数量是:1
2019-04-02 11:33:19.001 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:33:19.002 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2019-04-02 11:33:21.064 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:33:21.066 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 11:33:21.122 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:33:21.123 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是0
2019-04-02 11:33:21.172 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2019-04-02 11:33:21.174 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是16
2019-04-02 11:38:56.964 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - 查看到的结果是1
